Std_id,Reference,Analysis,Design,Coding,github,Testing,Results,Report,Presentation,Proposal,NumOfMeetings,Evaluation
2772,16,30,27,46,48,16,17,17,21,36,7,
2773,54,39,9,82,89,65,72,63,37,26,10,
2774,4,32,3,66,36,32,19,7,10,21,0,
2775,40,21,7,75,40,6,3,49,16,3,2,
2776,21,37,49,26,57,73,81,35,29,73,9,
2777,11,31,13,13,50,93,18,32,69,1,4,
2778,95,83,18,11,97,69,2,69,98,20,3,
2779,7,9,89,2,70,22,51,65,55,49,8,
2780,30,34,49,10,38,12,35,31,9,8,1,
2781,76,34,37,90,36,81,22,70,17,5,8,
2782,38,31,12,80,77,95,36,47,4,8,4,
2783,4,4,5,7,88,10,70,3,83,13,1,
2784,1,79,28,84,0,62,7,1,36,94,3,
2785,71,40,65,35,75,81,100,60,82,12,2,
2786,29,69,5,67,80,22,57,11,99,52,6,
2787,60,28,7,21,2,3,5,3,2,5,10,
2788,74,91,50,78,77,32,55,87,13,36,4,
2789,81,68,55,45,54,37,74,8,4,32,4,
2790,45,86,4,76,40,35,4,48,67,96,0,
2791,37,67,2,3,2,2,8,77,77,19,7,
2792,1,71,30,26,8,70,8,9,9,3,7,
2793,16,94,44,9,74,50,39,94,13,38,8,
2794,7,4,9,0,99,74,39,60,9,21,5,
2795,14,56,77,25,93,99,36,16,14,28,2,
2796,68,34,57,84,75,43,75,58,83,6,2,
2797,27,44,2,84,67,39,15,31,24,2,6,
2798,16,98,86,6,16,76,6,36,56,88,1,
2799,75,91,24,25,20,97,11,31,56,11,7,
2800,4,8,7,6,1,10,3,74,3,95,8,
2801,51,3,23,5,34,11,15,26,13,27,6,
2802,61,74,25,40,2,14,2,9,33,83,9,
2803,66,21,10,97,68,8,17,1,42,0,3,
2804,32,8,84,48,23,86,32,25,88,57,6,
2805,53,91,52,31,39,73,90,52,54,27,3,
2806,4,35,50,4,6,9,5,41,62,60,4,
2807,64,69,28,44,53,56,30,4,8,33,3,
2808,75,17,32,99,64,21,67,19,12,50,6,
2809,84,29,75,17,75,0,47,73,71,47,3,
2810,89,19,63,7,3,6,2,38,60,55,7,
2811,18,28,42,40,6,39,43,5,35,45,9,
2812,71,56,23,8,50,6,20,10,7,61,8,
2813,72,51,98,29,73,30,41,51,33,21,5,
2814,2,21,4,54,28,11,7,27,45,42,5,
2815,60,27,43,65,16,90,50,44,19,71,1,
2816,49,40,1,20,0,12,16,47,52,49,7,
2817,74,38,17,99,49,53,81,82,42,34,7,
2818,93,27,30,82,13,20,44,85,28,86,7,
2819,1,2,2,6,26,0,70,90,87,23,7,
2820,88,32,30,49,97,4,48,91,32,8,9,
2821,69,88,12,4,96,69,10,8,7,6,4,
2822,60,28,97,21,36,19,10,12,49,3,6,
2823,95,2,16,64,57,26,9,65,17,77,3,
2824,31,2,10,86,10,18,15,15,1,19,5,
2825,41,14,36,8,4,2,3,37,19,13,5,
2826,6,5,4,9,60,13,41,15,26,47,4,
2827,26,81,7,17,29,90,41,9,86,55,0,
2828,83,87,9,23,43,58,58,42,52,23,1,
2829,65,6,15,9,6,12,2,30,4,42,5,
2830,35,32,9,44,4,1,0,31,28,27,3,
2831,7,94,51,86,50,100,81,17,95,50,7,
2832,73,34,79,94,14,43,30,88,79,34,1,
2833,5,46,95,97,15,21,5,87,24,80,8,
2834,64,9,34,14,4,9,15,51,25,18,3,
2835,71,43,45,78,72,64,57,93,22,27,1,
2836,100,86,53,92,92,45,40,43,30,35,0,
2837,11,67,2,57,69,15,94,98,85,38,6,
2838,22,2,55,7,47,77,94,15,71,90,9,
2839,65,94,59,58,9,77,85,97,100,5,9,
2840,15,46,48,17,39,88,39,95,2,15,7,
2841,5,14,21,43,11,2,4,25,3,69,8,
2842,27,21,3,19,0,5,14,42,20,25,5,
2843,27,17,73,50,27,93,25,21,25,36,4,
2844,5,74,76,9,6,9,9,43,81,89,8,
2845,19,22,33,12,22,35,25,18,31,25,8,
2846,99,59,48,75,17,79,67,33,90,13,4,
2847,85,92,18,51,86,10,82,39,63,56,0,
2848,31,26,69,77,64,35,47,67,74,91,7,
2849,7,16,95,87,56,60,84,45,60,24,7,
2850,18,20,21,19,20,11,13,34,44,42,3,
2851,79,83,5,79,46,84,87,21,62,96,0,
2852,38,81,6,95,77,96,43,87,86,25,10,
2853,33,43,48,4,1,4,6,28,58,23,1,
2854,38,53,43,92,43,35,97,31,28,48,9,
2855,31,5,35,61,12,60,39,42,54,92,3,
2856,73,89,33,88,43,18,77,88,29,43,3,
2857,22,10,5,34,51,53,23,62,53,98,6,
2858,5,6,6,6,65,57,62,62,78,87,2,
2859,30,25,40,39,94,28,8,59,76,3,4,
2860,93,71,83,28,88,82,44,98,33,100,0,
2861,46,84,66,53,81,64,85,20,73,71,6,
2862,98,72,25,20,21,74,53,20,71,43,5,
2863,54,35,25,5,27,2,2,43,30,76,4,
2864,44,40,9,7,49,13,18,40,14,38,3,
2865,10,90,71,9,1,6,7,49,73,19,9,
2866,93,48,67,37,40,96,35,33,89,96,10,
2867,43,34,6,12,40,34,1,19,12,10,3,
2868,29,8,35,4,43,3,57,1,14,33,3,
2869,83,21,5,28,84,14,78,97,11,92,6,
2870,42,30,50,7,6,14,55,28,24,22,7,
2871,33,46,8,62,72,62,26,99,83,92,2,
2872,49,34,4,18,46,15,17,7,19,43,4,
2873,87,6,84,25,1,65,97,33,27,54,3,
2874,7,7,4,3,46,93,89,43,60,79,5,
2875,40,54,99,22,17,14,19,77,95,50,4,
2876,91,23,86,71,23,81,5,51,9,69,9,
2877,86,41,77,13,28,16,53,100,75,25,6,
2878,21,53,49,53,47,82,60,50,9,48,3,
2879,19,84,2,25,2,57,5,2,18,88,8,
2880,76,25,22,80,64,67,90,18,77,65,2,
2881,82,29,79,72,57,63,77,46,83,16,0,
2882,61,31,16,24,43,8,6,27,11,57,1,
2883,18,85,32,23,39,100,55,16,95,71,7,
2884,19,13,41,27,72,99,57,18,18,20,4,
2885,44,30,18,20,42,48,8,34,6,28,4,
2886,42,18,7,4,39,27,12,10,14,43,2,
2887,40,20,11,15,21,17,4,25,27,70,8,
2888,17,95,51,74,72,14,17,9,7,97,9,
2889,89,21,80,97,30,29,97,73,35,61,0,
2890,94,78,44,71,43,38,86,75,8,59,2,
2891,78,50,96,20,30,95,91,21,48,12,5,
2892,3,26,22,8,6,14,4,41,46,7,5,
2893,47,6,74,70,61,88,51,86,34,4,3,
2894,53,30,41,58,20,2,82,45,19,36,9,
2895,37,25,1,38,75,73,74,17,63,56,2,
2896,31,50,27,69,97,26,70,54,47,52,8,
2897,43,34,88,88,58,15,42,69,0,61,2,
2898,94,96,45,46,62,72,91,25,44,14,5,
2899,2,1,8,1,84,38,28,92,54,62,10,
2900,89,84,92,52,98,21,9,19,13,68,6,
2901,35,58,20,33,24,87,80,33,89,17,7,
2902,80,18,53,44,81,92,19,93,42,26,3,
2903,45,93,13,59,75,48,87,90,58,30,9,
2904,51,52,11,26,78,36,15,80,96,12,8,
2905,97,9,75,17,83,47,56,30,7,56,5,
2906,25,34,89,37,26,57,54,84,80,52,7,
2907,10,52,47,14,90,79,33,91,92,79,7,
2908,51,45,22,83,98,32,58,20,4,37,3,
2909,1,7,3,7,37,72,40,36,74,9,10,
2910,7,15,23,16,15,15,8,26,28,12,8,
2911,6,3,29,39,73,3,32,31,2,44,4,
2912,10,87,57,69,67,45,1,1,2,3,5,
2913,14,85,68,72,17,45,91,52,81,27,6,
2914,98,42,17,82,62,94,95,31,97,9,3,
2915,70,49,56,72,96,83,12,56,9,36,10,
2916,33,55,48,87,54,22,18,96,10,76,6,
2917,26,64,34,8,6,6,0,94,89,35,4,
2918,89,16,6,27,16,67,70,41,45,75,2,
2919,81,20,90,3,82,24,43,18,63,77,2,
2920,21,75,90,27,84,29,21,95,48,51,4,
2921,25,28,8,65,35,40,10,36,29,14,2,
2922,24,89,39,56,9,82,62,37,13,44,2,
2923,18,3,81,41,1,77,31,75,91,58,5,
2924,17,28,26,15,94,20,76,94,71,21,0,
2925,48,12,72,24,93,50,46,47,71,91,3,
2926,41,46,48,96,28,67,47,38,67,1,6,
2927,44,26,4,23,12,8,18,18,2,29,3,
2928,36,53,16,6,32,82,96,77,45,60,3,
2929,74,4,83,33,42,36,11,15,54,84,8,
2930,36,43,1,23,43,40,48,11,42,26,1,
2931,94,40,97,17,66,96,47,14,23,29,6,
2932,9,9,4,3,92,19,88,78,76,90,7,
2933,20,90,25,30,73,80,97,28,27,52,2,
2934,44,24,18,8,9,19,5,1,19,6,5,
2935,84,71,72,92,58,56,56,22,15,2,6,
2936,30,29,69,26,45,30,37,75,65,40,5,
2937,13,63,24,43,99,54,56,13,25,50,1,
2938,4,6,4,1,95,31,89,47,29,94,2,
2939,96,13,8,44,98,16,29,27,76,74,6,
2940,43,64,38,0,10,77,17,49,32,18,8,
2941,16,16,60,5,1,50,14,71,19,16,9,
2942,21,98,28,72,83,9,28,94,70,39,3,
2943,63,59,55,88,21,31,99,48,77,65,1,
2944,98,72,75,13,4,47,18,71,5,32,8,
2945,62,51,52,22,94,92,37,48,16,0,2,
2946,37,44,50,90,15,29,37,75,71,48,9,
2947,5,44,48,69,76,70,86,17,7,10,1,
2948,55,51,37,30,19,21,31,34,57,24,3,
2949,19,75,56,36,70,18,55,54,34,3,1,
2950,77,20,20,41,94,50,68,90,93,99,6,
2951,2,1,6,9,93,65,78,96,61,77,10,
2952,10,69,50,0,43,69,75,38,37,12,3,
2953,6,11,93,25,23,37,96,15,74,84,5,
2954,48,30,70,4,4,10,4,22,26,27,1,
2955,27,21,48,41,19,45,39,33,27,37,9,
2956,8,3,9,3,71,68,56,50,96,47,1,
2957,33,59,37,67,3,34,12,37,2,63,6,
2958,83,78,24,12,18,62,42,4,67,7,7,
2959,5,0,7,0,86,6,9,6,55,1,2,
2960,7,30,5,53,34,45,18,12,27,28,1,
2961,71,4,75,74,80,75,70,7,79,13,7,
2962,79,19,26,92,48,57,6,1,1,6,2,
2963,65,50,49,37,62,29,33,78,99,44,0,
2964,51,74,93,87,52,20,24,26,12,47,5,
2965,15,69,54,35,52,84,57,11,75,49,6,
2966,39,14,56,28,17,28,8,2,9,10,6,
2967,53,38,25,27,82,72,99,8,56,53,6,
2968,54,20,0,32,100,37,81,53,66,71,7,
2969,45,28,4,38,5,40,37,30,48,48,4,
2970,39,34,2,14,17,5,15,45,12,25,5,
2971,43,81,61,6,9,1,3,48,2,7,1,
2972,38,6,21,29,38,4,24,19,50,27,9,
2973,23,19,4,11,26,44,19,19,14,21,6,
2974,75,93,1,39,80,99,74,33,63,58,0,
2975,1,36,61,11,71,42,30,93,83,63,4,
2976,34,34,20,29,55,95,27,44,100,57,3,
2977,18,2,5,4,56,48,16,34,17,3,7,
2978,41,30,4,33,74,32,9,36,15,29,1,
2979,15,38,21,7,42,3,17,31,20,70,8,
2980,16,92,61,1,13,42,17,17,66,90,1,
2981,30,4,40,91,86,21,86,20,81,0,8,
2982,38,48,4,46,43,19,12,23,11,31,9,
2983,17,88,13,84,10,57,95,92,38,94,8,
2984,68,58,16,68,75,66,14,11,98,35,0,
2985,33,71,84,2,8,68,57,18,72,4,8,
2986,74,36,39,62,89,83,94,62,86,71,5,
2987,6,50,31,11,4,13,26,0,22,7,4,
2988,93,12,57,69,91,47,34,27,20,57,6,
2989,55,13,38,28,16,6,9,36,51,16,0,
2990,43,82,79,30,81,58,25,31,14,15,9,
2991,40,70,95,23,78,42,99,43,47,91,5,
2992,99,42,86,37,64,86,32,72,79,47,4,
2993,7,9,8,5,88,53,65,75,45,91,3,
2994,2,73,75,88,32,80,34,3,85,87,7,
2995,31,31,11,6,14,14,4,13,27,25,3,
2996,46,15,13,45,24,3,21,47,33,32,4,
2997,11,33,29,7,69,12,31,36,33,20,4,
2998,81,18,3,10,4,9,4,91,26,95,9,
2999,94,67,49,50,68,14,73,70,90,39,8,
3000,27,8,3,32,19,28,10,25,25,46,3,
3001,18,72,56,84,1,65,91,65,97,22,1,
3002,66,26,55,65,56,54,85,90,61,56,9,
3003,66,11,52,74,75,38,92,54,8,49,4,
3004,45,15,4,52,62,13,14,7,9,33,1,
3005,61,13,16,8,43,11,6,49,10,52,7,
3006,63,37,35,14,1,0,12,38,46,37,3,
3007,39,55,85,7,7,7,3,84,89,18,6,
3008,33,25,20,56,76,0,88,27,52,55,8,
3009,76,23,13,77,44,45,81,68,66,23,1,
3010,35,28,40,68,34,0,33,15,30,78,8,
3011,45,21,48,77,28,74,95,63,13,89,5,
3012,9,2,1,7,19,85,35,34,16,39,2,
3013,95,99,92,26,54,22,74,95,13,84,6,
3014,26,89,84,58,33,45,29,6,89,49,4,
3015,40,37,29,23,12,0,4,26,62,45,3,
3016,99,59,63,3,40,26,21,45,34,16,5,
3017,86,67,29,76,64,41,89,41,67,72,4,
3018,12,0,24,69,86,81,14,83,87,92,5,
3019,76,38,57,100,54,39,78,27,25,41,3,
3020,56,67,26,2,59,50,28,50,4,95,4,
3021,64,56,87,75,89,25,21,80,68,47,10,
3022,98,61,14,91,12,27,55,96,84,96,1,
3023,35,41,53,16,85,79,79,40,79,10,7,
3024,18,40,87,10,97,52,34,9,85,15,5,
3025,21,81,81,98,84,7,92,85,91,19,0,
3026,2,32,33,19,19,10,14,27,43,22,7,
3027,31,22,22,43,31,16,4,25,20,30,0,
3028,61,42,83,17,54,42,79,94,5,78,3,
3029,90,22,16,8,6,4,2,19,75,48,7,
3030,58,81,24,3,60,65,81,78,82,48,8,
3031,49,61,26,23,6,11,89,70,12,33,6,
3032,1,25,8,7,36,5,4,11,9,30,4,
3033,97,44,27,62,22,86,8,5,7,6,4,
3034,50,6,7,31,17,36,13,19,12,39,1,
3035,17,72,70,17,33,59,100,61,73,97,5,
3036,20,68,90,4,5,5,9,65,1,30,8,
3037,85,95,76,9,21,95,25,78,68,2,2,
3038,13,79,39,70,85,56,93,30,49,25,6,
3039,18,30,92,32,80,99,8,3,6,9,9,
3040,75,93,23,76,37,37,80,52,89,99,8,
3041,29,64,21,82,89,44,24,33,78,29,1,
3042,69,26,52,88,37,96,77,52,90,44,3,
3043,75,74,65,99,71,29,22,3,66,32,2,
3044,30,11,45,34,36,15,37,2,6,48,10,
3045,65,33,41,37,8,86,22,32,48,9,2,
3046,10,37,9,62,3,72,62,59,85,77,8,
3047,38,49,42,17,45,43,49,4,33,49,9,
3048,40,48,43,3,2,0,7,16,76,59,0,
3049,12,38,2,10,6,13,15,30,34,35,1,
3050,77,93,34,36,82,57,60,66,75,51,1,
3051,5,2,5,2,49,2,4,5,6,45,9,
3052,47,15,19,34,48,19,10,22,9,77,0,
3053,1,33,63,41,44,59,31,74,56,8,2,
3054,63,70,99,47,32,59,47,91,35,51,3,
3055,29,24,26,59,25,59,57,59,52,21,1,
3056,37,33,33,57,27,5,67,22,27,23,2,
3057,53,78,21,36,55,27,55,86,92,52,2,
3058,67,51,66,3,9,2,1,59,64,77,7,
3059,93,6,63,13,69,57,21,37,37,78,4,
3060,17,38,20,44,39,14,8,1,3,30,4,
3061,21,29,43,98,66,75,36,100,22,52,4,
3062,51,25,53,3,10,23,19,57,40,7,6,
3063,58,38,11,24,19,1,2,3,66,11,7,
3064,10,16,7,22,99,82,4,5,8,7,3,
3065,6,8,3,7,78,11,59,39,10,83,6,
3066,69,89,86,38,80,32,76,65,33,45,5,
3067,87,92,27,91,2,75,94,66,62,2,1,
3068,50,19,93,41,62,35,90,14,94,83,4,
3069,4,21,26,38,13,17,14,33,24,72,0,
3070,15,28,38,55,56,16,42,34,49,18,1,
3071,45,77,77,9,42,100,47,67,31,67,4,
3072,43,11,46,32,48,31,20,16,78,26,8,
3073,27,2,35,30,7,33,3,8,39,28,8,
3074,28,1,8,72,42,13,15,6,23,16,3,
3075,22,33,94,88,49,32,57,36,17,45,7,
3076,40,75,66,9,22,12,32,18,35,92,2,
3077,7,24,5,12,18,18,14,27,38,34,4,
3078,50,17,34,63,84,5,83,23,47,12,9,
3079,54,2,50,22,46,69,13,82,80,37,10,
3080,44,3,3,88,17,32,1,38,27,32,5,
3081,44,90,30,96,99,26,75,47,26,7,1,
3082,99,82,65,27,47,78,30,45,88,34,8,
3083,28,7,1,5,44,19,14,34,7,53,1,
3084,82,7,41,28,18,35,38,6,93,75,4,
3085,39,21,14,18,11,19,11,54,66,41,1,
3086,56,60,96,11,82,39,18,41,17,20,7,
3087,58,33,15,11,59,59,3,78,1,83,8,
3088,74,21,13,2,2,8,9,64,86,32,6,
3089,57,78,34,73,49,56,82,69,32,47,7,
3090,7,23,24,18,92,54,56,73,46,44,5,
3091,19,15,22,28,8,14,4,19,5,15,2,
3092,72,10,14,92,24,0,90,69,44,15,4,
3093,7,22,57,38,42,83,44,55,40,36,3,
3094,71,69,50,95,38,6,8,85,30,12,5,
3095,10,13,86,23,22,12,87,53,65,10,1,
3096,18,44,5,92,14,4,86,43,48,96,7,
3097,78,65,42,4,1,8,6,15,27,50,5,
3098,8,1,6,8,91,9,99,81,39,6,4,
3099,69,15,17,5,36,64,6,56,78,8,4,
3100,61,57,88,46,15,91,69,82,87,54,9,
3101,89,54,41,27,2,38,99,0,60,1,6,
3102,11,30,14,38,1,11,12,0,17,5,7,
3103,48,39,17,98,1,15,91,29,31,39,4,
3104,40,46,16,17,1,31,6,40,5,3,1,
3105,73,31,87,63,86,92,20,34,7,3,5,
3106,73,47,54,79,77,98,62,32,89,3,3,
3107,62,92,14,96,58,50,84,45,100,68,8,
3108,49,83,41,10,94,42,97,17,40,88,4,
3109,96,30,65,46,7,84,57,34,89,32,1,
3110,96,36,5,38,63,32,73,94,8,24,4,
3111,47,17,12,28,13,18,37,50,24,12,4,
3112,69,9,14,10,27,34,98,33,68,15,3,
3113,15,19,33,8,19,4,9,55,17,21,6,
3114,13,96,40,37,73,49,1,5,5,1,4,
3115,77,25,37,37,3,9,86,31,70,37,2,
3116,31,19,4,54,28,19,16,40,23,7,3,
3117,30,90,20,12,97,25,2,6,9,1,2,
3118,1,5,0,4,43,59,85,33,54,3,10,
3119,77,62,49,5,6,3,2,78,58,55,7,
3120,54,1,93,44,75,35,9,63,57,60,0,
3121,15,5,26,6,17,3,7,27,60,19,0,
3122,42,7,47,39,95,73,65,82,25,25,3,
3123,73,76,68,28,68,67,87,8,76,19,4,
3124,2,10,1,80,7,11,20,23,22,26,5,
3125,16,66,6,61,0,91,28,3,9,5,3,
3126,58,82,38,96,59,84,31,86,26,31,5,
3127,8,8,10,6,9,57,92,71,68,51,4,
3128,89,39,86,55,34,1,3,9,8,9,7,
3129,35,26,8,17,25,2,13,1,8,60,2,
3130,79,13,20,48,96,29,90,21,24,45,1,
3131,90,2,42,29,64,9,86,54,55,78,9,
3132,81,38,6,87,2,88,6,80,99,66,5,
3133,60,21,64,33,6,27,5,7,4,6,7,
3134,81,70,2,61,77,18,53,76,55,18,6,
3135,9,0,10,7,76,65,55,88,70,58,8,
3136,40,37,51,83,95,70,52,36,46,83,3,
3137,88,76,40,95,99,37,16,96,79,44,2,
3138,75,36,21,70,91,95,35,50,32,33,5,
3139,74,76,56,10,78,17,12,38,50,15,0,
3140,6,7,9,4,2,10,34,89,88,28,7,
3141,60,50,5,16,6,51,80,100,80,42,3,
3142,84,39,67,98,17,96,24,62,94,37,7,
3143,94,10,59,23,17,21,4,49,94,42,4,
3144,20,22,40,36,53,11,68,14,32,33,2,
3145,6,35,4,8,31,41,15,36,5,30,9,
3146,84,13,47,28,89,11,80,80,30,93,7,
3147,47,31,21,11,15,6,10,28,25,3,5,
3148,90,2,23,74,57,30,26,78,36,57,6,
3149,35,24,22,85,81,57,34,90,97,97,2,
3150,74,37,25,58,49,14,6,50,65,3,1,
3151,32,11,85,69,74,52,50,24,72,36,9,
3152,51,49,44,58,87,15,63,55,45,31,7,
3153,88,93,64,52,15,88,5,0,10,4,3,
3154,19,33,14,9,76,18,25,12,30,2,3,
3155,50,6,18,11,17,5,20,9,38,46,1,
3156,43,31,5,17,37,47,45,24,25,31,7,
3157,41,40,76,72,11,94,31,34,28,7,5,
3158,19,19,13,15,70,25,96,97,42,65,5,
3159,2,14,4,85,13,50,17,15,15,44,7,
3160,30,21,34,54,50,9,52,31,5,47,0,
3161,49,5,63,68,95,57,46,90,64,51,4,
3162,5,3,5,9,31,30,96,21,62,61,5,
3163,10,31,24,36,25,5,19,4,31,39,1,
3164,37,57,7,85,76,35,94,8,23,5,9,
3165,68,19,21,28,12,15,15,47,4,15,4,
3166,31,25,13,8,93,63,1,9,1,5,6,
3167,6,1,6,2,68,17,12,96,21,79,4,
3168,19,8,25,41,21,10,13,41,30,1,4,
3169,6,21,26,37,10,8,10,26,20,30,4,
3170,3,2,6,3,67,33,40,81,64,15,7,
3171,37,35,6,13,52,12,62,39,6,49,3,
3172,77,13,55,9,20,62,34,16,23,31,6,
3173,21,11,28,17,46,87,46,38,79,8,0,
3174,76,82,82,14,39,97,4,8,3,3,0,
3175,80,86,18,88,45,12,61,97,47,41,1,
3176,88,0,38,11,87,34,4,39,68,36,7,
3177,1,40,16,46,1,86,95,32,27,69,5,
3178,60,57,41,94,29,47,92,87,78,46,6,
3179,84,96,7,37,1,10,77,46,67,48,6,
3180,39,45,58,14,27,11,55,82,4,33,3,
3181,90,18,81,62,56,47,10,0,66,77,0,
3182,47,70,15,97,1,90,79,89,47,87,3,
3183,26,44,0,46,63,49,6,21,15,22,3,
3184,8,0,10,1,52,21,35,19,20,92,4,
3185,74,34,26,21,13,52,41,60,85,41,7,
3186,44,33,8,52,91,0,9,84,31,10,8,
3187,79,55,9,89,51,80,84,99,22,55,6,
3188,31,53,83,79,90,34,79,83,65,57,8,
3189,75,73,46,42,95,80,6,5,10,3,0,
3190,18,25,9,69,11,97,51,76,88,50,7,
3191,62,52,16,70,91,64,60,68,54,68,0,
3192,10,8,22,63,30,10,14,16,6,14,2,
3193,48,2,1,19,45,34,9,1,25,11,4,
3194,71,81,19,42,13,46,46,100,39,24,8,
3195,21,99,53,9,4,5,0,50,93,49,6,
3196,89,13,66,98,6,15,96,10,3,56,4,
3197,78,28,73,45,45,71,8,97,24,100,8,
3198,30,92,51,13,48,19,40,33,68,38,3,
3199,15,35,24,34,10,11,45,42,16,39,7,
3200,33,31,8,72,55,41,19,15,10,49,3,
3201,5,7,5,7,30,54,51,2,85,3,9,
3202,30,45,4,45,70,19,7,29,5,47,0,
3203,22,10,92,86,81,94,54,32,22,40,9,
3204,15,37,19,4,26,8,11,13,41,14,8,
3205,2,1,8,2,55,71,33,30,96,13,7,
3206,60,77,99,20,81,84,78,89,67,75,2,
3207,55,63,54,73,65,23,42,65,67,38,4,
3208,44,35,20,18,74,65,7,18,47,98,8,
3209,84,99,39,82,66,59,80,20,17,44,5,
3210,18,5,2,1,63,41,0,39,21,2,3,
3211,7,85,95,28,89,56,74,68,58,32,2,
3212,43,33,38,12,2,4,16,29,31,1,1,
3213,10,34,24,29,69,0,53,67,73,3,6,
3214,76,39,90,8,80,77,48,37,88,83,4,
3215,24,9,77,58,12,5,6,68,70,28,7,
3216,49,19,10,34,33,29,48,33,32,5,9,
3217,19,85,10,16,43,40,73,48,59,34,0,
3218,0,7,2,5,93,81,21,34,32,77,10,
3219,37,2,38,24,32,15,33,38,31,29,9,
3220,20,28,26,21,11,3,19,31,17,40,7,
3221,44,31,25,21,4,49,6,48,25,19,3,
3222,26,14,60,59,74,30,40,79,1,60,1,
3223,61,92,22,25,91,97,46,26,98,60,8,
3224,61,39,92,98,58,81,8,79,99,48,0,
3225,38,56,10,22,69,41,54,10,73,81,4,
3226,9,9,2,3,97,77,77,80,63,78,2,
3227,39,24,97,9,74,28,82,91,33,37,4,
3228,39,39,25,17,36,24,91,56,48,24,7,
3229,31,31,7,29,10,15,10,10,67,8,7,
3230,12,4,86,50,70,49,47,28,68,53,8,
3231,67,8,42,77,84,98,54,5,16,24,4,
3232,70,77,34,84,40,15,51,19,44,93,8,
3233,57,83,60,83,38,7,36,65,63,70,7,
3234,61,62,94,2,54,55,94,75,43,77,7,
3235,63,22,7,9,8,6,2,17,93,54,4,
3236,75,74,64,28,90,69,91,85,87,1,8,
3237,4,18,35,57,44,9,17,28,39,25,2,
3238,6,26,39,5,91,3,56,18,34,63,4,
3239,12,51,15,99,55,24,78,98,16,2,3,
3240,24,63,42,79,96,76,92,49,82,43,4,
3241,54,99,36,69,13,92,4,6,3,2,3,
3242,36,7,99,14,18,7,34,24,36,74,9,
3243,31,48,10,42,32,20,9,24,10,27,5,
3244,10,22,20,40,10,50,4,10,42,22,9,
3245,46,78,17,25,61,94,4,7,8,7,5,
3246,67,67,96,58,22,90,76,49,51,46,5,
3247,81,80,70,92,15,72,79,90,87,59,10,
3248,36,25,23,5,40,13,10,25,8,15,0,
3249,24,23,45,32,63,4,72,2,73,5,10,
3250,17,41,9,99,64,4,39,44,80,70,1,
3251,59,41,18,13,45,97,58,71,1,8,3,
3252,22,25,9,19,41,4,22,55,39,27,6,
3253,17,44,87,17,23,55,32,73,70,12,10,
3254,52,67,34,64,41,9,77,89,55,81,0,
3255,3,54,61,65,93,19,26,88,91,31,8,
3256,94,28,9,43,85,31,31,53,68,44,8,
3257,82,32,24,77,36,33,17,34,21,46,9,
3258,35,46,35,49,3,57,87,45,3,50,6,
3259,6,3,9,4,93,57,53,6,56,21,9,
3260,15,7,14,13,15,12,49,22,41,26,3,
3261,13,47,23,48,4,39,11,4,35,29,0,
3262,2,8,26,35,48,11,17,48,12,56,2,
3263,29,63,79,86,3,87,86,30,4,10,0,
3264,6,64,100,82,84,4,31,74,84,70,1,
3265,23,83,17,44,52,49,30,37,29,68,4,
3266,4,88,38,10,95,27,93,11,80,72,9,
3267,25,20,85,14,93,11,29,23,80,6,1,
3268,47,28,4,2,0,3,62,98,43,90,3,
3269,75,8,9,82,22,8,83,44,44,38,6,
3270,30,25,50,37,3,38,3,12,43,23,4,
3271,51,10,58,9,39,47,62,49,4,0,0,
3272,62,79,62,4,74,59,77,98,96,97,5,
3273,12,29,48,8,100,80,46,63,51,67,1,
3274,53,45,55,34,48,95,27,72,42,64,3,
3275,99,41,44,12,96,55,8,93,22,98,0,
3276,89,28,90,0,5,2,0,18,83,35,1,
3277,63,34,33,81,88,41,93,96,52,99,1,
3278,69,98,5,4,9,9,5,6,24,85,7,
3279,68,16,18,43,30,3,5,30,8,26,7,
3280,86,97,24,87,45,9,4,4,94,47,3,
3281,47,15,94,40,28,55,99,55,36,54,7,
3282,85,73,100,32,58,12,48,14,31,35,9,
3283,25,3,32,33,81,7,1,10,5,8,6,
3284,99,65,13,99,72,99,80,42,74,97,9,
3285,36,93,16,72,12,38,84,64,67,32,9,
3286,33,9,67,24,93,50,98,44,17,98,0,
3287,67,44,33,53,6,32,89,60,61,21,2,
3288,53,30,23,46,9,4,4,35,8,79,9,
3289,5,4,8,6,31,40,11,99,6,31,7,
3290,62,34,13,32,66,97,32,0,96,100,4,
3291,27,44,4,33,31,38,11,15,14,49,1,
3292,71,58,95,59,79,55,31,37,18,72,5,
3293,6,41,86,56,33,23,13,65,75,22,1,
3294,32,48,43,95,94,65,93,89,48,29,6,
3295,2,14,39,58,2,17,66,3,44,25,5,
3296,26,78,64,2,8,1,4,93,5,91,7,
3297,34,7,87,92,59,21,12,26,94,60,6,
3298,35,4,91,55,55,40,24,25,22,77,8,
3299,96,38,45,63,84,4,73,52,38,22,3,
3300,44,69,70,95,1,47,57,58,29,39,1,
3301,4,50,82,70,42,78,29,30,1,66,2,
3302,56,61,1,33,23,98,40,55,43,3,9,
3303,96,18,27,2,100,51,67,73,83,61,1,
3304,52,31,23,33,82,0,51,16,3,31,2,
3305,51,68,53,9,4,1,5,48,58,87,7,
3306,13,17,31,40,4,95,38,93,89,16,7,
3307,32,45,32,30,48,44,37,16,47,38,1,
